rowid,kepid,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,TARGET
8087,,FALSE POSITIVE,0.0,0.0,1.0,,0.0,4.7260861850,0.0000003770,-0.0000003770,,0.0000656000,-0.0000656000,651.0000000000,17.0000000000,-1.0000000000,4.3979300000,0.0038000000,-0.0038000000,181820.0000000000,180.0000000000,-180.0000000000,41.3800000000,11.1700000000,-3.7400000000,1032.0000000000,267.9600000000,,-71.7900000000,,1.0000000000,5873.0000000000,159.0000000000,-177.0000000000,,,,863.0000000000,233.0000000000,-78.0000000000,297.6151400000,40.0608100000,,
8088,,CANDIDATE,113,0.0,0.0,0.0,0.0,,0.0115700000,-0.0115700000,303.3588000000,0.0125000000,-0.0125000000,,456.0000000000,,6688.0000000000,,-488.0000000000,250.9000000000,,-27.7000000000,1.8100000000,0.4800000000,-0.2600000000,258.0000000000,,0.8000000000,-0.3700000000,,,,158.0000000000,-217.0000000000,4.3470000000,0.1120000000,-182.0000000000,1132.0000000000,298.0000000000,-161.0000000000,294.9525800000,44.2079090000,13.3790000000,2.0
8089,,FALSE POSITIVE,,1.0,0.0,0.0,,1.5194518200,0.0342700000,-0.0342700000,132.5975000000,0.0229000000,-0.0229000000,599.0000000000,353.0000000000,-386.0000000000,2.9500000000,1.1000000000,-1.1000000000,13.7000000000,2.1000000000,-2.1000000000,0.5000000000,0.0900000000,-0.0700000000,1901.0000000000,3080.8200000000,1405.0800000000,-945.8900000000,9.6000000000,1.0000000000,6168.0000000000,80.0000000000,-86.0000000000,4.2500000000,,,,,-188.0000000000,290.4678000000,,12585.0000000000,1.0
8090,5530881,,0.0,,1.0,0.0,0.0,5.0825237390,,-0.0000001450,132.9614122000,0.0000233000,-0.0000233000,269.0000000000,9.0000000000,-3.0000000000,5.0473200000,0.0016800000,-0.0016800000,276280.0000000000,49.2000000000,-49.2000000000,61.8800000000,,,1266.0000000000,606.3300000000,493.2600000000,-202.3000000000,5286.2000000000,1.0000000000,6507.0000000000,146.0000000000,-194.0000000000,4343.0000000000,,-188.0000000000,1145.0000000000,,-152.0000000000,,40.7773590000,13508.0000000000,1.0
,,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,74.9852929490,0.0000077070,-0.0000077070,146.1390004000,0.0000848000,-0.0000848000,987.0000000000,38.0000000000,-35.0000000000,6.2345100000,0.0045800000,-0.0045800000,105350.0000000000,64.9000000000,-64.9000000000,49.2200000000,14.3800000000,-4.8200000000,425.0000000000,,6.5900000000,-2.1500000000,,1.0000000000,5955.0000000000,161.0000000000,,4.5200000000,0.0370000000,-213.0000000000,0.9100000000,266.0000000000,-89.0000000000,292.3478700000,40.7331010000,14.8510000000,1.0
8093,5553624,FALSE POSITIVE,0.0,,1.0,,,25.7620567210,0.0000031160,-0.0000031160,139.7346639000,,-0.0000970000,445.0000000000,,-4.0000000000,14.8694000000,0.0058000000,,,,,74.8700000000,,-7.6500000000,604.0000000000,31.4800000000,11.7500000000,-7.5900000000,3469.5000000000,1.0000000000,5539.0000000000,74.0000000000,-83.0000000000,4393.0000000000,105.0000000000,-105.0000000000,1027.0000000000,145.0000000000,,296.9871200000,40.7753600000,14231.0000000000,1.0
,6545018,FALSE POSITIVE,0.0,,1.0,0.0,0.0,1.9957282940,0.0000002490,,132.8396990000,0.0001040000,-0.0001040000,465.0000000000,4.0000000000,-1.0000000000,6.4353200000,0.0065300000,,,,-279.0000000000,45.2000000000,9.8600000000,-6.6200000000,1409.0000000000,928.8200000000,605.1600000000,-322.2400000000,1496.5000000000,1.0000000000,5807.0000000000,157.0000000000,-157.0000000000,,0.1300000000,-159.0000000000,861.0000000000,188.0000000000,-126.0000000000,,41.9630510000,13748.0000000000,1.0
8097,6548447,FALSE POSITIVE,0.0,1.0,,,0.0,10.7683919270,0.0016940000,,137.6793470000,0.0001350000,-0.0001350000,1.0000000000,12.0000000000,-1.0000000000,,0.0053200000,-0.0053200000,,59.4000000000,-59.4000000000,52.8000000000,27.3500000000,-27.3500000000,970.0000000000,209.2500000000,340.3900000000,-165.7000000000,2085.7000000000,2.0000000000,,174.0000000000,-142.0000000000,3.9700000000,,-258.0000000000,,851.0000000000,,298.5425100000,,12.8800000000,1.0
,6584167,FALSE POSITIVE,0.0,1.0,0.0,0.0,,0.7337245040,0.0035810000,,,0.0048900000,,257.0000000000,215.0000000000,-257.0000000000,2208.0000000000,135.0000000000,-135.0000000000,45.9000000000,2.6000000000,-2.6000000000,0.9600000000,0.2700000000,-0.3600000000,2601.0000000000,10830.9600000000,9559.9400000000,-7145.1200000000,21.4000000000,,,219.0000000000,-219.0000000000,4099.0000000000,,-159.0000000000,1405.0000000000,,-524.0000000000,283.7250700000,42.0273740000,13436.0000000000,
,6584278,CANDIDATE,889,,0.0,0.0,0.0,,0.0176800000,,132.0764000000,,-0.0117000000,,0.3400000000,-404.0000000000,3652.0000000000,455.0000000000,,32.1000000000,3.6000000000,-3.6000000000,2.4800000000,,-0.8200000000,,,10309.7600000000,,10.3000000000,1.0000000000,,78.0000000000,-87.0000000000,3465.0000000000,252.0000000000,-0.1080000000,,0.7500000000,-1393.0000000000,283.7731600000,,13897.0000000000,
,7336754,FALSE POSITIVE,0.0,,1.0,0.0,0.0,12.1552411190,0.0013360000,,133.7671874000,,-0.0000907000,825.0000000000,15.0000000000,,6.8435300000,0.0067600000,,,,-74.7000000000,34.6200000000,,,788.0000000000,91.2000000000,71.9200000000,-34.2200000000,1767.8000000000,,5761.0000000000,,-155.0000000000,,0.1440000000,-0.1760000000,932.0000000000,0.2500000000,,281.4968900000,42.9060780000,,1.0
,,CANDIDATE,,0.0,0.0,0.0,0.0,4.4855921500,0.0114200000,,135.4317200000,0.0020700000,-0.0020700000,,23.0000000000,-442.0000000000,0.8161000000,0.0857000000,-0.0857000000,2265.0000000000,,-203.0000000000,0.9500000000,,,365.0000000000,4.2000000000,1.9100000000,-1.1100000000,15.0000000000,1.0000000000,3236.0000000000,41.0000000000,-25.0000000000,5.0970000000,55.0000000000,-0.0500000000,193.0000000000,34.0000000000,-25.0000000000,287.5264000000,42.9128990000,,0.0
,7362632,FALSE POSITIVE,0.0,1.0,0.0,0.0,1.0,0.5668119260,0.0030010000,-0.0030010000,131.7970800000,0.0044900000,-0.0044900000,681.0000000000,0.2800000000,-463.0000000000,4181.0000000000,151.0000000000,-151.0000000000,82.6000000000,5.7000000000,-5.7000000000,0.9100000000,0.2900000000,-0.1000000000,2293.0000000000,6584.0600000000,,,,1.0000000000,6165.0000000000,194.0000000000,-215.0000000000,4474.0000000000,,-0.2100000000,942.0000000000,297.0000000000,-99.0000000000,291.7419100000,42.9583090000,15444.0000000000,1.0
8106,8211521,FALSE POSITIVE,57,0.0,0.0,1.0,0.0,1.6942177100,0.0206900000,-0.0206900000,132006.0000000000,0.0104000000,-0.0104000000,734.0000000000,222.0000000000,,4161.0000000000,,-352.0000000000,,7.4000000000,-7.4000000000,0.7400000000,,,1274.0000000000,621.8900000000,291.3300000000,-165.2500000000,,1.0000000000,5402.0000000000,162.0000000000,,4591.0000000000,0.0560000000,-77.0000000000,,102.0000000000,-68.0000000000,281.5604200000,44.1848180000,15.0410000000,1.0
8107,8227086,,,0.0,0.0,,,13.8086331000,0.0002389000,-0.0002389000,141604.0000000000,0.0165000000,-0.0165000000,29.0000000000,426.0000000000,-29.0000000000,3613.0000000000,428.0000000000,,207.1000000000,27.0000000000,-27.0000000000,1.0900000000,,-0.1100000000,659.0000000000,44.5000000000,25.2200000000,-12.3800000000,,1.0000000000,5515.0000000000,165.0000000000,-165.0000000000,4.5680000000,0.0560000000,-0.1120000000,761.0000000000,137.0000000000,-74.0000000000,289.6229200000,,15567.0000000000,2.0
8108,8229048,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,2.7394770890,0.0000003640,-0.0000003640,,0.0001090000,-0.0001090000,1189.0000000000,35.0000000000,,3.1822900000,0.0044500000,-0.0044500000,32096.0000000000,50.0000000000,-50.0000000000,50.4800000000,15.9200000000,-5.3100000000,1475.0000000000,1120.1900000000,1010.4000000000,-325.9900000000,,,6469.0000000000,155.0000000000,,4431.0000000000,0.0540000000,-0.2020000000,1056.0000000000,333.0000000000,-111.0000000000,290.2905000000,44.1342390000,13636.0000000000,1.0
8109,8234477,,0.0,0.0,1.0,0.0,0.0,4.0286714540,0.0000004390,-0.0000004390,133.9542149000,0.0000912000,,294.0000000000,,-1.0000000000,8.1225300000,0.0060900000,,113970.0000000000,64.0000000000,,52.4200000000,16.2000000000,-13.2700000000,1492.0000000000,1169.8700000000,1058.6300000000,,2152.8000000000,1.0000000000,,,-208.0000000000,,0.1900000000,-0.1900000000,1528.0000000000,472.0000000000,-387.0000000000,292.2293400000,44.1607890000,13775.0000000000,
8110,,,0.0,,0.0,0.0,0.0,0.6870044020,,-0.0000031100,131.8631600000,0.0037800000,-0.0037800000,689.0000000000,61.0000000000,-429.0000000000,3829.0000000000,163.0000000000,-163.0000000000,93.7000000000,2.8000000000,-2.8000000000,2.8900000000,0.5600000000,-1.6700000000,3535.0000000000,36888.8000000000,,-31195.4600000000,45.0000000000,3.0000000000,,212.0000000000,-212.0000000000,3.6840000000,629.0000000000,,2803.0000000000,541.0000000000,,299.6227700000,45.3640790000,13.3160000000,1.0
8111,9083503,FALSE POSITIVE,0.0,0.0,,0.0,1.0,0.9183993800,0.0142300000,-0.0142300000,131.6132000000,0.0111000000,-0.0111000000,,0.0400000000,,,543.0000000000,-543.0000000000,152.1000000000,11.8000000000,-11.8000000000,1.0000000000,,-0.0900000000,1558.0000000000,1389.2800000000,733.7300000000,,,1.0000000000,5222.0000000000,184.0000000000,-184.0000000000,4556.0000000000,49.0000000000,-91.0000000000,795.0000000000,122.0000000000,-71.0000000000,289.7330600000,,15908.0000000000,
8112,9093566,FALSE POSITIVE,0.0,1.0,0.0,0.0,0.0,0.9435628400,0.0508800000,-0.0508800000,,0.0363000000,-0.0363000000,569.0000000000,391.0000000000,-343.0000000000,5721.0000000000,431.0000000000,-431.0000000000,13.4000000000,2.4000000000,-2.4000000000,0.7600000000,,-0.1600000000,3176.0000000000,,,-11404.3300000000,16.0000000000,1.0000000000,,214.0000000000,-322.0000000000,4083.0000000000,,-0.1700000000,1984.0000000000,514.0000000000,-0.4200000000,293.5710800000,,12749.0000000000,1.0
8113,9098590,CANDIDATE,658,,1.0,0.0,0.0,,0.0000002490,-0.0000002490,133.7306188000,0.0000915000,-0.0000915000,381.0000000000,,-9.0000000000,4.1476900000,0.0050200000,-0.0050200000,66328.0000000000,75.1000000000,,21.1100000000,4.4800000000,,,817.0500000000,,-238.5300000000,1107.7000000000,1.0000000000,6081.0000000000,181.0000000000,-181.0000000000,4526.0000000000,81.0000000000,-0.1500000000,801.0000000000,0.1700000000,-85.0000000000,295.1889300000,45.4061700000,,2.0
8114,9099773,,,0.0,0.0,0.0,0.0,,0.0037230000,-0.0037230000,,,-0.0278000000,,285.0000000000,-474.0000000000,7.5200000000,1.1000000000,-1.1000000000,190.4000000000,,-27.4000000000,2.1600000000,0.3600000000,-0.4700000000,501.0000000000,14.8800000000,6.4600000000,-6.3100000000,8.4000000000,,5749.0000000000,78.0000000000,-78.0000000000,4123.0000000000,182.0000000000,-98.0000000000,1.4800000000,245.0000000000,-326.0000000000,295.5529200000,45.4734310000,,2.0
,,FALSE POSITIVE,0.0,0.0,0.0,0.0,1.0,1.8113905300,0.0372800000,-0.0372800000,132.9689000000,0.0182000000,-0.0182000000,1137.0000000000,423.0000000000,-145.0000000000,8.6400000000,1.1000000000,-1.1000000000,77.5000000000,7.9000000000,-7.9000000000,14.4700000000,4.4400000000,,1466.0000000000,1092.6900000000,984.3700000000,-322.3400000000,12.5000000000,1.0000000000,5941.0000000000,160.0000000000,-196.0000000000,4519.0000000000,0.0500000000,,911.0000000000,,,295.9762300000,45.4403380000,15372.0000000000,1.0
,,CANDIDATE,,0.0,0.0,0.0,0.0,2.4376438000,,,132.1228000000,0.0067000000,-0.0067000000,112.0000000000,335.0000000000,,,164.0000000000,-164.0000000000,27.1000000000,3.7000000000,-3.7000000000,0.7900000000,0.1400000000,-0.1600000000,1686.0000000000,1909.1300000000,,,8.8000000000,1.0000000000,5927.0000000000,79.0000000000,-79.0000000000,,182.0000000000,-98.0000000000,1.5300000000,264.0000000000,-322.0000000000,,46.8319400000,12.6600000000,2.0
8117,9944201,CANDIDATE,705,0.0,1.0,0.0,0.0,,0.0000000430,-0.0000000430,131.7091421000,0.0000502000,-0.0000502000,831.0000000000,,-17.0000000000,1.4521000000,0.0076000000,,22528.0000000000,18.4000000000,-18.4000000000,11.0400000000,0.9700000000,-0.8800000000,1475.0000000000,1115.9900000000,369.9200000000,-279.2100000000,815.3000000000,1.0000000000,4893.0000000000,146.0000000000,-146.0000000000,4.6340000000,0.0600000000,-35.0000000000,625.0000000000,55.0000000000,-0.0500000000,288.4909100000,46.8049890000,,2.0
8118,9945280,FALSE POSITIVE,0.0,0.0,1.0,0.0,,0.6517316910,0.0000001400,,131.7514630000,0.0001790000,-0.0001790000,1255.0000000000,315.0000000000,-109.0000000000,2.4602000000,0.0105000000,-0.0105000000,20524.0000000000,61.0000000000,-61.0000000000,71.9000000000,19.9300000000,-27.3500000000,2604.0000000000,10815.8600000000,8819.1300000000,-7096.3300000000,347.5000000000,1.0000000000,5791.0000000000,157.0000000000,-157.0000000000,4052.0000000000,0.4580000000,-183.0000000000,,408.0000000000,-0.5600000000,289.0974400000,,13.8790000000,1.0
8120,,FALSE POSITIVE,,,,0.0,0.0,,0.0081920000,-0.0081920000,153.0182270000,0.0001580000,-0.0001580000,,2.0000000000,-1.0000000000,9.3564000000,0.0103000000,-0.0103000000,41865.0000000000,49.7000000000,-49.7000000000,27.3800000000,8.1600000000,-4.4000000000,,28.2000000000,24.8900000000,-10.9900000000,1304.8000000000,1.0000000000,5911.0000000000,,,4.3210000000,124.0000000000,-0.1860000000,,0.3600000000,-194.0000000000,,,14458.0000000000,1.0
8121,8545603,,25,,0.0,0.0,0.0,55.8848270000,0.0010100000,-0.0010100000,140.6478000000,0.0143000000,,,225.0000000000,-0.5100000000,2283.0000000000,457.0000000000,-457.0000000000,497.6000000000,97.6000000000,-97.6000000000,2.1100000000,0.6000000000,-0.1900000000,438.0000000000,8.7000000000,7.4800000000,-2.3900000000,,1.0000000000,5668.0000000000,,-186.0000000000,4545.0000000000,,-196.0000000000,868.0000000000,,-78.0000000000,285.1973000000,44.6466100000,,
8123,10979716,FALSE POSITIVE,0.0,,1.0,0.0,0.0,,0.0000027740,-0.0000027740,134.0844450000,0.0002160000,-0.0002160000,,98.0000000000,-57.0000000000,3515.0000000000,0.0114000000,-0.0114000000,81901.0000000000,228.0000000000,-228.0000000000,26.4300000000,,-1.9800000000,444.0000000000,9.2100000000,,,,1.0000000000,,77.0000000000,-93.0000000000,4743.0000000000,31.0000000000,-38.0000000000,523.0000000000,39.0000000000,-39.0000000000,,48.4014210000,,1.0
8125,,FALSE POSITIVE,0.0,1.0,0.0,0.0,0.0,,0.0010680000,-0.0010680000,,0.0003690000,,1286.0000000000,6.5900000000,-0.1400000000,,0.0209000000,-0.0209000000,,,-50.3000000000,,25.0700000000,-22.5700000000,2753.0000000000,13581.4100000000,11287.7300000000,-7347.8100000000,,1.0000000000,8851.0000000000,246.0000000000,-422.0000000000,,155.0000000000,-155.0000000000,2178.0000000000,612.0000000000,-551.0000000000,297.3934900000,48.4107510000,13866.0000000000,1.0
8126,10992733,FALSE POSITIVE,0.0,,1.0,0.0,,18.5259174460,0.0000013580,,144.1948764000,0.0000573000,-0.0000573000,415.0000000000,,-6.0000000000,5.9056000000,0.0031000000,-0.0031000000,455660.0000000000,186.0000000000,-186.0000000000,64.4200000000,,-5.5200000000,,,25.9300000000,-8.9700000000,2246.9000000000,1.0000000000,5492.0000000000,180.0000000000,-164.0000000000,4533.0000000000,0.0440000000,,887.0000000000,213.0000000000,,298.8055700000,48.4719890000,15124.0000000000,1.0
8127,,CANDIDATE,943,0.0,,0.0,0.0,4.1573647200,0.0393600000,-0.0393600000,132.8585500000,0.0090500000,,226.0000000000,238.0000000000,-226.0000000000,2217.0000000000,,-207.0000000000,200.7000000000,,-21.4000000000,1.0900000000,,,931.0000000000,178.0300000000,75.4400000000,-47.9500000000,11.2000000000,1.0000000000,,154.0000000000,-154.0000000000,4558.0000000000,45.0000000000,-78.0000000000,782.0000000000,98.0000000000,-72.0000000000,286.4003300000,48.5219610000,15.5170000000,2.0
8128,12356746,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,0.5024542990,0.0000000400,-0.0000000400,131.9221686000,0.0000657000,-0.0000657000,,59.0000000000,,2.3154700000,,-0.0021000000,37454.0000000000,16.5000000000,-16.5000000000,,13.1700000000,-4.3900000000,2336.0000000000,7025.2500000000,6178.9800000000,-1986.2200000000,873.6000000000,1.0000000000,6134.0000000000,166.0000000000,-184.0000000000,4498.0000000000,0.0520000000,-0.2080000000,901.0000000000,,-0.0900000000,291.2769200000,51.1357120000,13532.0000000000,1.0
8129,12356914,FALSE POSITIVE,0.0,,,0.0,0.0,27.3081501590,0.0039380000,,143.5043610000,0.0001130000,-0.0001130000,167.0000000000,28.0000000000,-1.0000000000,4.4390600000,0.0087400000,,,645.0000000000,-645.0000000000,,8.0900000000,-4.3300000000,523.0000000000,,9.9500000000,-4.7600000000,,,5541.0000000000,180.0000000000,-163.0000000000,4574.0000000000,64.0000000000,-96.0000000000,739.0000000000,127.0000000000,-68.0000000000,291.3735000000,51.1533810000,15.5290000000,1.0
,,FALSE POSITIVE,0.0,0.0,1.0,,0.0,,0.0000004180,-0.0000004180,,0.0002870000,-0.0002870000,1258.0000000000,645.0000000000,-199.0000000000,,0.0148000000,-0.0148000000,2486.5000000000,13.6000000000,-13.6000000000,30.3200000000,4.4300000000,-3.5200000000,1470.0000000000,1107.4100000000,548.3700000000,,200.9000000000,,,170.0000000000,-139.0000000000,4465.0000000000,,-0.1440000000,0.8700000000,127.0000000000,-101.0000000000,296.2339200000,51.1418690000,14.7300000000,
8132,12403968,FALSE POSITIVE,0.0,1.0,0.0,0.0,0.0,0.5897533550,0.0000017010,-0.0000017010,131.8314700000,0.0024000000,,318.0000000000,0.1500000000,-318.0000000000,606.0000000000,195.0000000000,,216.0000000000,21.6000000000,-21.6000000000,1.0300000000,0.1700000000,-0.0700000000,1760.0000000000,,,,12.4000000000,1.0000000000,5414.0000000000,163.0000000000,,4648.0000000000,0.0300000000,-96.0000000000,678.0000000000,,-46.0000000000,289.3375900000,51.2090300000,15832.0000000000,1.0
,12418816,FALSE POSITIVE,0.0,0.0,,,0.0,0.7609352680,0.0000000450,-0.0000000450,131.6357605000,0.0000484000,-0.0000484000,527.0000000000,16.0000000000,,2.7702300000,0.0013400000,,370600.0000000000,424.0000000000,-424.0000000000,35.6800000000,,-2.2400000000,1285.0000000000,640.6600000000,166.4500000000,-141.3100000000,1289.0000000000,1.0000000000,4675.0000000000,152.0000000000,,4.7400000000,46.0000000000,,,27.0000000000,-32.0000000000,296.4419300000,,12.4020000000,1.0
,8709688,CANDIDATE,935,0.0,,0.0,0.0,2.0120940000,,-0.0194500000,131.5688000000,0.0072600000,-0.0072600000,66.0000000000,381.0000000000,-66.0000000000,,257.0000000000,-257.0000000000,,9.5000000000,,0.9900000000,0.1600000000,,1523.0000000000,,516.2900000000,-410.5800000000,9.1000000000,2.0000000000,5633.0000000000,76.0000000000,,4296.0000000000,0.1500000000,-113.0000000000,1162.0000000000,179.0000000000,-179.0000000000,,44.8381810000,14927.0000000000,2.0
8135,9959492,FALSE POSITIVE,0.0,0.0,0.0,1.0,1.0,1.3325877200,0.0202200000,-0.0202200000,132.0314000000,0.0178000000,-0.0178000000,634.0000000000,315.0000000000,-404.0000000000,,0.4700000000,-0.4700000000,70.8000000000,5.9000000000,-5.9000000000,1.1300000000,,-0.2200000000,,2625.2600000000,1131.2000000000,,16.0000000000,1.0000000000,,83.0000000000,-75.0000000000,4.2010000000,188.0000000000,-0.1010000000,1289.0000000000,208.0000000000,-254.0000000000,295.1996800000,46.8323210000,15276.0000000000,1.0
,,CANDIDATE,,0.0,0.0,0.0,0.0,9.4767057000,0.0001668000,-0.0001668000,134.7294000000,0.0159000000,-0.0159000000,3.0000000000,442.0000000000,-3.0000000000,3893.0000000000,413.0000000000,-413.0000000000,230.5000000000,,-29.7000000000,1.3800000000,0.4300000000,-0.1400000000,,118.1300000000,109.1000000000,-34.9900000000,8.6000000000,2.0000000000,,177.0000000000,-195.0000000000,4519.0000000000,48.0000000000,-204.0000000000,914.0000000000,,-94.0000000000,292.2546400000,,15761.0000000000,
8137,,CANDIDATE,814,0.0,0.0,0.0,0.0,208.5433500000,,-0.0166000000,230.9934000000,0.0374000000,-0.0374000000,,446.0000000000,-1.0000000000,,611.0000000000,-611.0000000000,614.6000000000,60.5000000000,-60.5000000000,2.8400000000,0.4200000000,-0.5200000000,321.0000000000,2.5200000000,,,,3.0000000000,5533.0000000000,83.0000000000,-74.0000000000,4275.0000000000,168.0000000000,-0.1120000000,1166.0000000000,,,289.6648900000,50.0200390000,,
8139,,CANDIDATE,866,0.0,0.0,0.0,0.0,7.6437036300,0.0618300000,-0.0618300000,137.8752600000,0.0076500000,,785.0000000000,178.0000000000,-572.0000000000,2738.0000000000,182.0000000000,,,5.9000000000,-5.9000000000,,0.4300000000,,1334.0000000000,748.7000000000,542.7300000000,,13.2000000000,3.0000000000,6120.0000000000,195.0000000000,-217.0000000000,3.9340000000,0.3980000000,-133.0000000000,,467.0000000000,-801.0000000000,300.3161900000,45.4953800000,13.2660000000,
8140,,FALSE POSITIVE,0.0,,0.0,1.0,1.0,,,-0.0000046060,,0.0027000000,-0.0027000000,1202.0000000000,132.0000000000,-97.0000000000,13416.0000000000,603.0000000000,-603.0000000000,,9.1000000000,-9.1000000000,,,-76.1800000000,3617.0000000000,,,-25460.5600000000,100.8000000000,1.0000000000,4850.0000000000,95.0000000000,-143.0000000000,2865.0000000000,225.0000000000,-0.1640000000,,2199.0000000000,-3024.0000000000,,38.6356890000,,1.0
8142,3655326,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,,,-0.0030110000,140.6554270000,0.0001680000,-0.0001680000,988.0000000000,106.0000000000,-69.0000000000,,,-0.0103000000,106050.0000000000,142.0000000000,-142.0000000000,88.5600000000,14.6000000000,-21.8900000000,932.0000000000,177.9600000000,76.6900000000,-82.4100000000,893.0000000000,1.0000000000,5751.0000000000,77.0000000000,-77.0000000000,4.0280000000,0.2100000000,,1626.0000000000,,-402.0000000000,293.9252900000,38.7389790000,14213.0000000000,1.0
,,FALSE POSITIVE,,0.0,1.0,0.0,,1.8318297030,0.0026770000,-0.0026770000,132.5392300000,0.0011900000,-0.0011900000,788.0000000000,25.0000000000,-15.0000000000,,,-111.0000000000,,554.0000000000,,49.3800000000,,-34.5400000000,2078.0000000000,4410.6500000000,,-4051.0700000000,140.4000000000,1.0000000000,5269.0000000000,,-133.0000000000,3667.0000000000,0.9900000000,-0.3300000000,,,-1527.0000000000,294.1602800000,38.7674290000,13061.0000000000,1.0
8144,,,0.88,,0.0,0.0,,,0.0000795000,-0.0000795000,133.9134000000,0.0131000000,-0.0131000000,286.0000000000,0.1600000000,-286.0000000000,3119.0000000000,,-399.0000000000,161.4000000000,20.8000000000,-20.8000000000,1.1600000000,,,1039.0000000000,,257.6700000000,-82.7700000000,9.2000000000,1.0000000000,5955.0000000000,188.0000000000,-208.0000000000,4.5200000000,0.0500000000,-212.0000000000,0.9100000000,0.2800000000,-93.0000000000,295.7333400000,38.7920110000,15.2210000000,2.0
,,FALSE POSITIVE,0.0,0.0,1.0,,0.0,0.9220305940,0.0000003570,,,0.0003260000,-0.0003260000,1242.0000000000,103.0000000000,-53.0000000000,4367.0000000000,,-0.0208000000,13859.0000000000,,,49.6300000000,14.8500000000,-5.9400000000,2194.0000000000,5474.2700000000,4675.7800000000,,,1.0000000000,6484.0000000000,154.0000000000,,4386.0000000000,0.0600000000,,1153.0000000000,345.0000000000,-138.0000000000,297.9306900000,40.0149610000,14.3510000000,1.0
8147,4950557,,0.0,,1.0,0.0,0.0,,,-0.0000006560,149.4927345000,0.0000210000,,781.0000000000,,-7.0000000000,,,-0.0012700000,208730.0000000000,,-49.5000000000,112.2400000000,23.3300000000,-34.9600000000,901.0000000000,,97.4200000000,,5148.8000000000,1.0000000000,6300.0000000000,173.0000000000,,3.9820000000,,-114.0000000000,1862.0000000000,387.0000000000,,298.2144200000,40.0732000000,12526.0000000000,1.0
8149,5018787,,0.0,0.0,1.0,0.0,0.0,0.6071919080,0.0000000270,-0.0000000270,132.0195301000,0.0000366000,-0.0000366000,917.0000000000,36.0000000000,-26.0000000000,1.3016600000,0.0088500000,-0.0088500000,,29.3000000000,-29.3000000000,12.4400000000,1.1800000000,-1.0600000000,1759.0000000000,2251.2800000000,821.8600000000,-601.4700000000,,1.0000000000,5370.0000000000,,-176.0000000000,,78.0000000000,-0.0520000000,,64.0000000000,-57.0000000000,293.9912400000,40.1896400000,15.4280000000,1.0
,,FALSE POSITIVE,0.0,1.0,0.0,1.0,0.0,,0.0001633000,-0.0001633000,133.6127000000,0.0080800000,-0.0080800000,268.0000000000,,-268.0000000000,2203.0000000000,384.0000000000,-384.0000000000,260.1000000000,42.9000000000,,,,,,41377.9200000000,13182.7100000000,-13941.1500000000,7.8000000000,1.0000000000,,90.0000000000,-81.0000000000,2391.0000000000,0.0270000000,,12787.0000000000,1327.0000000000,-1.9900000000,282.1846600000,44.3594590000,11946.0000000000,1.0
,,,968,,0.0,0.0,,17.9925973000,0.0001725000,,135.4545000000,,-0.0078100000,678.0000000000,0.3000000000,,2762.0000000000,,-289.0000000000,198.5000000000,26.8000000000,-26.8000000000,1.6200000000,,-0.3000000000,748.0000000000,,60.5800000000,,8.7000000000,1.0000000000,5931.0000000000,160.0000000000,-178.0000000000,,0.1480000000,-0.1810000000,1087.0000000000,303.0000000000,-202.0000000000,283.1337300000,40.8524210000,14.6040000000,2.0
,5598639,FALSE POSITIVE,,0.0,1.0,0.0,0.0,0.6487757950,0.0000000110,,131.7459799000,0.0000136000,,961.0000000000,4.0000000000,-4.0000000000,4.3464800000,0.0000000000,,,,-8.2000000000,41.5800000000,5.2000000000,,1714.0000000000,2038.5400000000,,-578.2600000000,6873.9000000000,1.0000000000,5143.0000000000,196.0000000000,-179.0000000000,,48.0000000000,-0.0720000000,776.0000000000,,-71.0000000000,283.7774400000,40.8420370000,10201.0000000000,1.0
8153,5610698,,4,,1.0,0.0,0.0,4.1325216150,0.0035810000,-0.0035810000,132.8924630000,0.0007160000,-0.0007160000,877.0000000000,16.0000000000,-19.0000000000,12.4949000000,56.0000000000,-56.0000000000,,441.0000000000,-441.0000000000,93.1000000000,23.1600000000,-31.8700000000,1628.0000000000,1660.2900000000,,-1043.0300000000,440.0000000000,,6567.0000000000,,,4045.0000000000,0.3290000000,-141.0000000000,1636.0000000000,407.0000000000,-0.5600000000,288.9206800000,40.8813020000,,
