ID,Investimento Fundos_cambiais,Investimento Fundos_commodities,Investimento LCI,Investimento LCA,Investimento Poupanca,Investimento Fundos Multimercado,Investimento Tesouro Direto
63254.000,"F","F","F","T","F","F","F"
76775.000,"F","T","F","F","F","F","F"
54928.000,"F","T","F","T","F","F","F"
12531.000,"F","F","F","F","F","F","F"
97837.000,"T","T","T","T","T","T","T"
76341.000,"T","T","T","T","T","T","T"
63548.000,"F","T","F","T","F","F","F"
58378.000,"T","F","F","F","F","F","T"
7783.000,"T","T","T","F","F","F","F"
78004.000,"T","F","F","T","F","F","F"
96509.000,"F","F","F","F","F","F","F"
27464.000,"F","F","F","F","F","T","F"
77089.000,"F","F","F","F","F","F","F"
85442.000,"F","F","F","F","F","F","F"
79589.000,"F","F","F","F","F","F","F"
39057.000,"F","F","F","F","F","F","F"
42891.000,"F","F","F","F","F","F","F"
81756.000,"F","F","F","F","T","F","F"
56232.000,"F","F","F","F","F","F","F"
96661.000,"F","F","F","T","F","F","T"
89773.000,"F","F","F","F","T","F","F"
54987.000,"F","T","F","F","F","F","F"
46726.000,"F","F","T","F","T","F","F"
3774.000,"F","F","F","F","F","F","F"
61839.000,"T","T","T","T","F","T","F"
33508.000,"F","F","F","F","F","F","F"
100491.000,"T","T","T","F","F","F","T"
38321.000,"F","F","F","F","F","F","F"
24651.000,"F","F","F","F","T","F","F"
62561.000,"T","T","T","T","T","T","T"
89051.000,"F","F","F","T","F","F","F"
95029.000,"F","F","F","T","F","F","F"
28268.000,"T","F","T","F","T","T","F"
78979.000,"T","F","F","F","F","F","F"
32366.000,"F","T","F","F","F","F","F"
6454.000,"F","F","T","T","T","F","F"
89932.000,"F","F","F","T","F","T","F"
88446.000,"F","F","F","F","F","F","F"
25953.000,"F","F","F","F","F","T","F"
64146.000,"T","F","F","F","T","F","T"
74111.000,"T","T","T","T","F","F","F"
44679.000,"T","F","F","F","F","F","F"
93671.000,"T","T","T","F","F","F","T"
24654.000,"F","T","F","F","F","F","T"
74293.000,"F","T","F","F","T","T","F"
55841.000,"F","T","F","T","F","T","F"
54521.000,"F","F","F","F","F","F","T"
69266.000,"T","T","T","T","T","F","F"
42436.000,"F","T","F","F","F","F","F"
63532.000,"F","T","F","T","F","F","T"
89452.000,"T","F","F","F","F","F","F"
51202.000,"T","T","T","T","T","F","F"
3905.000,"F","F","T","T","F","F","F"
76097.000,"F","F","F","F","F","F","F"
45800.000,"T","F","F","F","T","F","F"
16800.000,"F","F","F","F","F","F","T"
5227.000,"T","T","T","F","F","F","T"
98316.000,"T","F","F","T","F","F","T"
60363.000,"F","F","F","T","T","T","F"
40529.000,"F","F","F","F","T","F","T"
98568.000,"F","T","F","F","F","T","T"
80016.000,"F","F","F","F","T","T","F"
43997.000,"F","F","F","F","T","F","T"
85584.000,"F","F","T","T","F","F","F"
7851.000,"F","F","F","F","T","T","F"
57829.000,"F","F","T","F","F","F","F"
5332.000,"F","F","T","F","F","F","F"
86710.000,"F","F","F","F","F","F","T"
72636.000,"F","F","F","F","T","F","T"
72954.000,"F","F","F","F","F","F","T"
79274.000,"F","F","F","F","T","F","F"
43226.000,"T","F","T","F","F","F","F"
66288.000,"F","T","F","T","F","F","T"
68451.000,"T","F","F","F","F","F","T"
54080.000,"T","F","F","F","F","T","F"
3237.000,"F","T","T","T","F","F","F"
80993.000,"F","F","T","F","F","F","F"
1264.000,"F","F","F","F","F","F","F"
79684.000,"T","T","T","T","T","T","T"
67061.000,"T","T","F","T","F","F","F"
16680.000,"F","F","F","F","T","F","F"
79211.000,"F","T","F","F","F","T","F"
49568.000,"F","F","F","F","F","T","F"
60863.000,"F","F","T","T","F","F","F"
83157.000,"T","T","T","T","T","F","F"
20559.000,"T","F","F","F","F","F","F"
37734.000,"F","F","T","F","T","F","F"
7977.000,"F","F","F","F","T","F","F"
30739.000,"F","F","F","F","F","F","F"
55004.000,"T","F","F","F","F","F","F"
4356.000,"T","T","T","T","T","T","T"
80276.000,"F","F","F","F","T","F","F"
62148.000,"F","F","T","T","F","F","F"
24778.000,"F","F","F","T","F","F","F"
54621.000,"F","F","F","F","F","F","F"
88459.000,"F","F","T","T","F","F","F"
34584.000,"F","F","T","F","T","F","F"
10353.000,"T","F","T","F","F","F","T"
71755.000,"T","F","F","F","F","F","T"
88607.000,"F","F","F","F","T","F","F"
61268.000,"T","T","T","T","T","F","F"
63879.000,"T","T","T","F","T","T","F"
99303.000,"F","F","F","F","F","F","F"
34034.000,"F","F","F","F","T","F","F"
2799.000,"T","T","F","F","F","T","F"
34153.000,"T","T","T","F","F","F","F"
32580.000,"T","T","T","T","T","T","T"
91793.000,"F","F","F","F","T","T","T"
29730.000,"T","T","T","T","T","F","F"
91800.000,"F","F","F","F","T","F","F"
24721.000,"T","T","T","T","T","T","T"
75383.000,"F","F","F","F","F","T","F"
32462.000,"F","F","F","F","T","F","F"
85767.000,"F","T","F","F","F","F","T"
66305.000,"F","F","F","F","F","F","T"
4723.000,"F","F","F","T","T","F","F"
99493.000,"F","F","F","F","F","F","F"
57400.000,"T","T","T","T","T","F","F"
86049.000,"F","F","F","F","F","F","F"
88161.000,"F","F","F","F","F","F","T"
2269.000,"F","T","F","F","F","F","F"
18552.000,"F","F","T","F","F","F","F"
78569.000,"F","T","F","F","T","T","F"
70493.000,"F","T","F","F","F","F","F"
87408.000,"F","F","F","F","T","T","T"
14526.000,"F","T","T","T","F","F","F"
71459.000,"T","F","F","F","T","F","F"
44210.000,"F","F","F","F","F","F","F"
36884.000,"F","T","F","T","T","F","F"
6611.000,"F","F","F","F","T","F","F"
64946.000,"T","T","T","T","T","T","T"
8982.000,"F","F","T","F","F","F","F"
17127.000,"F","T","T","T","F","T","F"
80807.000,"F","F","F","F","F","F","F"
64845.000,"T","T","T","T","T","F","F"
10873.000,"F","T","F","F","F","F","T"
21903.000,"T","T","T","F","T","F","F"
26712.000,"F","T","F","F","T","F","F"
66399.000,"F","F","F","T","F","F","F"
9645.000,"F","F","F","F","F","F","F"
60373.000,"T","F","F","F","F","T","F"
85025.000,"T","F","F","T","F","F","T"
40988.000,"F","F","F","T","F","T","F"
17026.000,"F","F","F","F","F","F","F"
84399.000,"T","T","T","T","T","F","F"
84555.000,"F","F","F","F","F","F","F"
37538.000,"F","F","F","F","F","T","T"
80953.000,"F","F","F","F","T","F","F"
47431.000,"F","T","F","F","F","F","T"
43658.000,"F","F","F","F","F","F","F"
16467.000,"T","T","F","F","F","F","T"
13948.000,"F","F","T","F","F","T","F"
9638.000,"F","T","F","F","F","T","F"
21547.000,"T","T","T","F","T","F","T"
85406.000,"T","T","T","F","F","T","F"
87153.000,"F","F","T","F","T","F","F"
85577.000,"F","F","T","F","T","F","F"
23448.000,"F","F","T","F","T","F","F"
47035.000,"F","T","F","F","F","F","F"
43071.000,"T","T","T","T","T","T","T"
39335.000,"T","T","T","F","F","F","F"
76312.000,"F","T","F","F","F","T","T"
95133.000,"T","F","F","F","F","F","T"
25486.000,"F","F","T","T","T","F","F"
45805.000,"F","F","F","T","F","F","F"
1512.000,"F","F","F","F","T","F","F"
84579.000,"F","F","F","F","F","F","T"
49391.000,"F","F","F","F","T","F","F"
43214.000,"F","F","F","F","F","F","F"
5958.000,"F","F","F","F","T","F","T"
66238.000,"T","T","F","F","T","F","T"
74452.000,"T","T","T","T","T","T","T"
54748.000,"F","T","F","T","F","T","F"
17643.000,"F","T","F","T","T","T","F"
97304.000,"F","F","F","F","F","F","F"
41227.000,"T","T","T","T","T","T","T"
53567.000,"T","T","T","T","T","T","T"
80775.000,"F","F","F","F","F","F","T"
35578.000,"F","F","F","F","F","F","F"
80771.000,"F","F","T","T","T","F","F"
75401.000,"F","F","F","F","F","F","F"
91215.000,"F","F","F","F","T","F","F"
27067.000,"F","F","F","F","F","F","T"
26031.000,"F","F","F","F","F","F","F"
68752.000,"F","F","F","F","T","F","F"
31480.000,"F","F","F","F","T","F","F"
68616.000,"T","T","T","T","T","F","F"
35079.000,"T","T","T","F","T","T","T"
46086.000,"T","T","T","T","T","T","F"
86873.000,"F","T","F","T","F","T","F"
42313.000,"T","F","F","F","F","F","F"
36308.000,"T","T","T","T","T","T","T"
25453.000,"F","T","F","F","F","F","F"
4832.000,"T","T","T","T","T","F","F"
36646.000,"F","F","F","F","T","F","F"
29187.000,"F","F","F","F","F","F","F"
70803.000,"F","F","F","T","F","F","F"
61041.000,"T","T","T","T","T","T","F"
56009.000,"T","T","T","T","T","F","F"
27246.000,"F","F","F","T","F","F","F"
47181.000,"F","T","F","T","F","T","F"
24520.000,"F","T","F","T","T","F","F"
65110.000,"F","T","F","F","F","T","F"
66891.000,"F","F","T","T","F","F","F"
52840.000,"F","F","F","F","T","T","F"
24601.000,"F","T","T","T","T","F","F"
96572.000,"F","F","F","T","T","T","T"
59432.000,"F","F","F","F","F","F","F"
89838.000,"F","F","F","T","F","F","F"
95688.000,"F","F","T","F","F","T","F"
38581.000,"F","F","F","F","F","T","F"
50612.000,"F","F","F","F","F","F","F"
68075.000,"F","T","F","F","F","F","F"
15889.000,"F","F","F","F","T","T","F"
10703.000,"T","T","T","T","T","F","T"
69513.000,"T","F","F","F","F","F","T"
95866.000,"F","F","F","F","F","F","T"
34218.000,"F","F","F","F","F","F","T"
86270.000,"F","F","F","F","F","F","T"
16695.000,"T","T","F","F","T","F","F"
41354.000,"F","F","T","F","F","F","F"
37396.000,"F","F","F","T","F","T","F"
72964.000,"T","T","T","F","T","F","F"
40656.000,"T","T","T","T","T","T","T"
80599.000,"F","F","T","F","F","F","F"
54580.000,"F","F","F","F","T","F","F"
99765.000,"F","F","F","F","F","F","T"
27342.000,"F","T","F","F","T","F","T"
39750.000,"T","F","F","F","T","T","T"
85485.000,"T","F","F","F","F","F","T"
2599.000,"T","T","T","T","T","T","T"
11084.000,"F","F","F","F","F","F","F"
56520.000,"F","T","F","F","T","F","T"
33571.000,"F","F","F","F","F","T","T"
22111.000,"F","F","F","F","T","T","F"
20783.000,"F","F","F","F","F","F","F"
36415.000,"T","T","T","T","T","T","F"
91696.000,"F","F","F","T","F","F","F"
34964.000,"T","T","F","F","F","F","F"
2823.000,"T","T","F","F","F","T","F"
45913.000,"F","F","F","F","F","F","T"
4599.000,"T","T","T","T","T","F","F"
14974.000,"T","F","F","F","T","F","F"
77993.000,"F","T","T","F","F","F","T"
47888.000,"F","F","F","F","T","F","T"
80193.000,"T","T","T","T","T","T","T"
58236.000,"F","F","F","F","F","T","F"
69798.000,"F","F","F","F","T","F","T"
30122.000,"F","F","F","T","F","F","F"
75054.000,"F","F","T","F","F","T","T"
26298.000,"F","F","F","F","T","T","F"
98715.000,"F","T","F","F","F","F","F"
18442.000,"F","T","F","F","T","F","F"
91006.000,"T","T","F","F","F","F","F"
56138.000,"F","F","F","T","F","F","F"
79012.000,"T","F","F","T","F","F","T"
58153.000,"F","F","F","F","F","T","T"
50357.000,"T","F","F","F","F","F","F"
62161.000,"F","F","F","F","T","F","F"
72796.000,"T","T","T","T","T","F","F"
79572.000,"F","T","F","F","F","F","F"
44964.000,"F","F","F","F","F","T","F"
19866.000,"T","T","F","F","F","T","T"
73519.000,"F","F","F","T","F","F","F"
51763.000,"T","T","T","T","T","F","F"
36999.000,"F","F","F","T","T","F","F"
58813.000,"F","F","F","F","F","F","F"
70911.000,"T","F","F","F","F","F","F"
64891.000,"F","F","F","F","T","F","F"
84463.000,"F","F","F","F","T","T","F"
6701.000,"T","F","F","F","T","T","F"
47031.000,"T","T","T","F","F","F","F"
87781.000,"T","T","T","F","F","F","T"
6116.000,"F","F","T","F","F","F","F"
48046.000,"F","F","T","F","T","T","F"
19827.000,"F","F","T","F","T","T","T"
5745.000,"F","F","F","T","F","T","F"
38128.000,"F","F","F","F","T","F","T"
23913.000,"F","F","F","F","F","F","T"
55537.000,"F","F","F","T","F","T","F"
80854.000,"T","F","F","F","T","F","F"
60166.000,"F","F","F","F","F","F","F"
84556.000,"T","T","T","F","F","T","F"
47439.000,"F","F","F","F","F","F","F"
28536.000,"T","T","T","F","F","F","F"
80296.000,"T","T","T","F","F","F","F"
100684.000,"T","F","F","T","F","F","T"
100684.000,"T","F","F","T","F","F","T"
66142.000,"F","F","F","F","F","F","F"
93311.000,"F","F","F","F","F","F","F"
30280.000,"F","F","T","F","T","F","T"
84872.000,"F","F","F","F","T","F","F"
53076.000,"F","F","F","T","T","F","T"
84558.000,"T","T","T","T","T","T","F"
71684.000,"F","F","F","F","T","F","T"
70200.000,"F","F","T","F","F","F","T"
38368.000,"T","T","F","F","F","F","F"
22284.000,"F","F","T","F","F","F","F"
80909.000,"T","T","T","T","T","T","T"
24791.000,"T","T","T","T","T","T","T"
69469.000,"T","T","T","T","T","T","T"
63615.000,"F","F","F","F","F","F","F"
96455.000,"F","F","F","F","F","F","F"
76986.000,"F","T","F","F","F","T","F"
75823.000,"F","F","F","T","F","T","F"
9635.000,"F","F","F","F","T","F","F"
69160.000,"T","T","T","T","T","T","T"
67215.000,"T","T","T","T","T","T","T"
77151.000,"T","T","T","T","T","F","T"
36215.000,"T","F","F","F","T","F","F"
96413.000,"F","F","F","F","T","F","F"
46556.000,"F","F","F","F","T","F","T"
60470.000,"T","F","F","F","F","F","T"
18486.000,"T","T","T","T","T","T","T"
35797.000,"F","F","F","F","F","F","F"
13093.000,"F","F","F","F","T","F","F"
50528.000,"F","F","F","T","F","F","F"
61491.000,"F","T","F","F","F","F","F"
87899.000,"F","F","T","T","F","F","F"
61951.000,"F","F","F","F","F","F","F"
38653.000,"T","T","T","T","T","T","T"
24342.000,"T","T","T","T","T","T","T"
73646.000,"F","F","F","F","T","F","T"
4367.000,"F","T","F","F","F","F","F"
34413.000,"T","T","T","T","T","T","T"
71599.000,"F","F","F","F","F","F","F"
66790.000,"F","F","F","F","T","F","F"
93457.000,"T","F","F","F","F","T","F"
9912.000,"F","F","F","F","F","F","F"
53694.000,"F","F","T","F","F","F","F"
9422.000,"F","F","T","T","F","F","F"
50763.000,"T","T","T","T","T","F","F"
76740.000,"F","F","F","F","F","F","F"
84574.000,"F","F","T","T","T","T","F"
57935.000,"F","F","F","T","T","F","T"
16344.000,"T","T","T","T","F","F","F"
34774.000,"F","T","F","F","T","F","F"
97780.000,"T","F","F","T","T","F","F"
80892.000,"T","F","F","F","F","F","F"
10840.000,"T","T","T","F","F","F","T"
20282.000,"F","F","T","F","F","T","F"
38041.000,"F","F","T","F","F","F","F"
53831.000,"F","F","F","F","T","F","F"
41132.000,"F","F","F","F","T","F","F"
42532.000,"T","T","T","T","T","F","F"
58704.000,"F","F","F","F","F","F","F"
66598.000,"T","F","F","T","T","F","T"
4513.000,"F","F","F","F","T","F","T"
2000.000,"T","F","F","F","F","F","F"
65044.000,"T","T","F","F","F","F","F"
66510.000,"F","T","F","F","F","F","F"
44855.000,"F","F","T","F","T","T","F"
18473.000,"F","F","F","F","T","F","F"
79574.000,"T","T","T","T","T","T","T"
74610.000,"F","F","F","T","F","F","F"
68951.000,"F","F","F","F","F","F","F"
95204.000,"F","F","F","F","F","F","F"
2890.000,"F","F","F","F","T","T","F"
60067.000,"T","T","T","F","F","F","F"
42604.000,"F","F","F","T","F","F","F"
76679.000,"F","T","F","F","F","F","F"
7793.000,"F","F","F","F","F","F","F"
3789.000,"F","F","T","T","F","F","F"
63537.000,"F","T","F","F","F","F","F"
36850.000,"F","F","F","F","F","F","T"
1371.000,"F","F","F","F","T","F","F"
27513.000,"T","F","F","F","F","T","F"
11755.000,"F","F","F","F","F","F","T"
86185.000,"T","T","F","F","T","F","F"
88384.000,"F","F","F","F","T","F","F"
99964.000,"F","T","F","F","F","T","F"
89597.000,"F","F","F","F","T","T","T"
14507.000,"F","F","T","F","F","F","T"
94715.000,"T","F","T","F","F","T","T"
96693.000,"F","T","F","F","F","T","T"
29087.000,"F","F","F","F","T","F","F"
31542.000,"T","F","F","T","F","F","T"
39325.000,"F","F","T","F","F","F","F"
37530.000,"F","F","F","F","T","F","T"
41681.000,"F","F","F","F","T","T","F"
50412.000,"T","T","T","T","T","T","T"
85570.000,"T","F","F","T","F","F","T"
54322.000,"F","F","F","F","F","F","F"
59531.000,"F","F","F","F","F","F","F"
68459.000,"T","T","F","F","F","T","F"
18217.000,"F","F","F","F","T","F","T"
70826.000,"F","F","F","F","T","T","T"
46381.000,"T","T","T","T","T","T","T"
98827.000,"F","T","F","T","F","F","F"
50035.000,"T","F","F","F","F","T","F"
87915.000,"F","F","F","F","F","F","T"
60983.000,"T","F","F","F","F","F","F"
74629.000,"F","F","F","F","F","T","F"
15224.000,"F","F","F","F","T","F","F"
19566.000,"T","T","T","F","T","F","T"
36150.000,"T","F","F","T","T","F","F"
88139.000,"T","T","T","F","F","F","T"
52864.000,"F","F","T","F","F","F","T"
68249.000,"T","T","T","T","T","T","T"
84271.000,"T","F","F","F","F","F","F"
83334.000,"T","T","T","T","T","T","T"
6654.000,"F","F","F","F","F","F","F"
3630.000,"F","F","F","F","F","F","T"
68989.000,"F","F","T","F","F","F","F"
89814.000,"F","T","F","F","F","F","T"
96749.000,"T","T","T","T","T","F","T"
87841.000,"T","T","T","F","F","T","F"
9863.000,"T","F","T","F","F","F","F"
91535.000,"F","F","F","F","F","F","F"
30878.000,"T","T","T","T","T","T","T"
63094.000,"F","F","F","F","F","T","T"
22424.000,"T","T","T","F","T","F","F"
71722.000,"F","F","F","F","F","F","T"
38201.000,"T","F","F","F","F","F","F"
55324.000,"F","F","F","F","F","T","T"
82625.000,"F","T","T","T","F","F","F"
92087.000,"T","F","F","F","F","F","F"
20088.000,"T","T","T","F","T","F","F"
12587.000,"F","F","F","F","F","F","F"
9954.000,"T","T","T","T","T","T","T"
47141.000,"F","F","F","F","F","F","F"
3800.000,"F","F","F","T","F","F","F"
18126.000,"F","F","F","F","F","F","F"
74059.000,"F","F","F","T","F","T","F"
54066.000,"F","F","F","F","F","F","F"
91214.000,"T","T","T","T","T","T","T"
40231.000,"F","T","F","F","T","T","F"
18370.000,"T","T","F","F","T","F","F"
33149.000,"F","F","F","F","T","F","F"
46811.000,"F","F","F","T","T","F","F"
60572.000,"T","F","F","F","F","T","F"
17542.000,"F","F","T","F","F","F","F"
31237.000,"F","F","F","T","T","F","T"
16437.000,"F","F","F","F","F","F","F"
1068.000,"T","F","F","F","T","T","F"
37875.000,"F","F","F","F","F","T","F"
24966.000,"T","F","F","F","T","F","F"
58927.000,"F","T","T","F","F","F","F"
89779.000,"T","F","F","F","F","F","F"
42249.000,"F","F","T","F","F","F","T"
61230.000,"F","T","F","T","T","F","F"
84129.000,"T","T","T","T","T","F","F"
70521.000,"F","F","F","F","T","F","F"
11466.000,"F","F","F","F","T","T","F"
27422.000,"F","F","T","T","T","F","F"
1764.000,"F","F","F","F","F","F","T"
42968.000,"F","F","F","F","T","F","F"
17869.000,"F","T","F","F","F","F","F"
3010.000,"F","F","F","F","F","T","T"
67562.000,"F","F","F","F","F","F","F"
82819.000,"T","T","T","F","F","F","F"
76377.000,"F","F","F","F","T","F","F"
74979.000,"T","F","F","F","T","F","T"
97780.000,"F","F","F","F","F","F","F"
69564.000,"F","T","T","T","T","T","F"
33100.000,"F","F","F","F","T","T","F"
63273.000,"F","F","F","T","F","T","F"
93780.000,"T","F","T","F","T","F","F"
66284.000,"F","F","T","F","F","F","F"
43036.000,"F","F","F","F","F","F","T"
45665.000,"F","F","T","F","F","T","F"
57153.000,"T","F","F","F","F","F","F"
85265.000,"T","T","F","F","F","F","F"
72679.000,"F","F","F","F","F","F","F"
72978.000,"T","T","T","T","T","T","T"
55594.000,"T","F","F","F","F","F","F"
98693.000,"F","F","F","F","F","F","F"
8135.000,"F","F","F","F","F","F","F"
76071.000,"F","F","F","F","F","T","F"
40251.000,"T","F","F","F","T","T","T"
87210.000,"F","F","F","T","T","T","F"
1004.000,"F","T","F","F","F","T","F"
82356.000,"F","F","F","F","F","T","F"
29538.000,"F","F","F","T","F","F","F"
4817.000,"F","F","T","F","T","F","T"
28710.000,"F","F","F","F","F","F","T"
97543.000,"F","F","F","F","F","F","F"
25387.000,"T","F","F","F","F","F","T"
43763.000,"F","T","T","F","T","F","F"
59141.000,"F","F","F","F","T","F","F"
96595.000,"F","F","F","F","T","F","T"
74125.000,"F","F","F","F","F","F","F"
37320.000,"F","F","F","F","T","F","T"
12337.000,"T","F","T","T","T","T","F"
84876.000,"T","T","T","T","T","F","F"
61784.000,"T","T","T","F","F","F","F"
42393.000,"F","F","F","F","F","F","F"
27009.000,"T","T","T","F","T","F","F"
23346.000,"T","F","F","F","F","F","T"
71192.000,"F","F","F","F","F","T","F"
68054.000,"F","F","F","T","F","F","F"
36830.000,"F","F","F","F","F","F","F"
92670.000,"F","F","T","F","F","T","F"
36078.000,"F","F","F","T","F","F","T"
22411.000,"F","F","F","F","F","F","T"
6644.000,"T","T","T","T","F","F","F"
9637.000,"F","F","F","T","T","T","F"
41717.000,"T","T","T","T","T","F","T"
41717.000,"T","T","T","T","T","F","T"
72310.000,"F","F","F","F","F","F","F"
62160.000,"F","T","F","F","F","T","F"
15446.000,"F","F","F","F","F","F","F"
70223.000,"T","T","T","F","T","F","F"
17684.000,"F","F","F","F","T","F","F"
13005.000,"F","F","F","F","F","F","T"
43238.000,"T","T","T","T","T","T","T"
14293.000,"F","F","F","T","T","F","F"
14293.000,"F","F","F","T","T","F","F"
27582.000,"F","F","F","T","F","T","F"
63693.000,"F","T","T","F","T","T","F"
27354.000,"T","F","T","F","F","F","F"
79977.000,"T","T","T","T","T","T","T"
22318.000,"T","T","T","F","F","F","F"
23101.000,"F","F","T","F","F","T","F"
19513.000,"T","T","F","F","T","F","T"
28723.000,"T","F","F","F","F","T","F"
63354.000,"F","F","F","F","T","F","F"
42835.000,"T","F","F","F","F","F","F"
5455.000,"F","F","F","F","F","F","F"
44793.000,"F","T","F","F","F","F","F"
81968.000,"F","F","T","F","F","F","F"
73553.000,"T","T","T","T","T","T","T"
84849.000,"F","F","F","F","F","F","F"
40836.000,"F","F","F","F","F","F","T"
23788.000,"F","F","F","F","F","F","F"
60331.000,"F","F","F","F","F","F","F"
16382.000,"F","T","F","F","F","F","T"
12636.000,"F","F","T","F","T","F","F"
49812.000,"F","T","F","T","F","T","F"
30135.000,"T","T","T","T","T","F","F"
20313.000,"F","F","F","F","F","F","F"
29073.000,"F","F","F","T","T","F","F"
35322.000,"T","T","T","T","T","T","T"
10781.000,"T","F","F","T","F","T","T"
23642.000,"T","T","T","T","T","F","F"
79961.000,"F","F","F","T","T","F","T"
4317.000,"T","F","F","F","T","F","T"
23922.000,"F","F","F","F","T","F","F"
92618.000,"T","T","T","T","T","T","T"
100914.000,"F","F","F","F","F","F","T"
21431.000,"F","F","T","F","F","F","F"
43905.000,"T","F","F","F","T","F","F"
43905.000,"T","F","F","F","T","F","F"
88923.000,"F","F","T","F","F","T","F"
12732.000,"F","F","T","F","F","T","F"
39758.000,"T","F","F","F","T","T","T"
82490.000,"F","F","T","T","F","F","F"
48841.000,"F","F","F","T","F","T","T"
3947.000,"F","T","F","F","T","F","F"
96550.000,"F","T","F","F","F","T","F"
73253.000,"F","F","F","T","F","T","F"
29899.000,"F","F","F","T","T","F","F"
77538.000,"F","F","F","F","F","F","F"
78619.000,"T","T","T","F","F","F","F"
3396.000,"T","T","T","F","F","F","F"
8785.000,"T","T","T","T","T","F","F"
55236.000,"T","T","T","F","F","F","F"
20122.000,"F","F","T","F","T","F","F"
30524.000,"F","F","T","F","F","F","T"
47505.000,"T","F","F","F","F","F","F"
78611.000,"T","T","T","T","T","T","T"
33625.000,"T","T","T","T","T","T","T"
2372.000,"T","F","F","F","T","F","T"
10635.000,"T","F","F","F","T","F","F"
68552.000,"F","F","F","F","F","F","F"
24364.000,"F","T","T","F","T","F","T"
53274.000,"T","T","T","T","T","T","T"
68243.000,"F","T","F","T","T","F","F"
1067.000,"F","T","F","F","F","T","T"
30450.000,"F","F","F","T","F","T","F"
67371.000,"F","F","F","F","F","F","F"
57882.000,"F","F","F","F","F","F","T"
7326.000,"F","T","F","F","T","T","T"
73107.000,"F","F","F","F","F","F","F"
8472.000,"F","F","F","F","T","T","F"
64398.000,"T","T","T","T","T","F","F"
91148.000,"F","T","F","F","F","F","F"
40579.000,"T","T","T","T","T","F","T"
25893.000,"F","F","F","F","T","F","F"
27926.000,"F","F","F","F","T","F","F"
3422.000,"F","F","F","F","F","T","T"
64649.000,"F","T","F","F","F","T","T"
86159.000,"F","F","F","F","F","F","T"
86748.000,"T","T","T","F","F","F","F"
76335.000,"F","T","F","F","F","F","F"
86551.000,"F","F","F","T","F","T","F"
53820.000,"F","T","F","F","T","F","F"
27145.000,"F","F","F","F","F","F","F"
91117.000,"T","T","F","F","T","F","F"
39774.000,"F","F","F","F","F","T","F"
95718.000,"F","F","T","F","F","F","T"
64544.000,"F","T","F","F","F","T","T"
64216.000,"F","F","T","T","F","F","F"
63989.000,"F","F","F","T","F","F","F"
27674.000,"F","F","F","F","F","F","F"
41209.000,"T","F","T","F","F","F","F"
43087.000,"T","T","T","T","F","T","F"
12486.000,"F","F","F","F","T","F","F"
94577.000,"T","T","T","F","F","F","F"
38283.000,"T","T","T","T","T","T","T"
80340.000,"F","F","T","T","F","F","F"
36673.000,"F","F","F","F","T","F","F"
36784.000,"F","T","T","F","T","F","F"
10617.000,"T","T","T","F","F","F","F"
63417.000,"F","F","F","T","T","F","T"
99981.000,"T","T","T","T","T","T","T"
73684.000,"F","F","F","F","F","F","F"
21866.000,"T","F","F","F","F","F","F"
29526.000,"T","T","T","F","F","F","F"
21695.000,"F","T","F","F","F","F","F"
37653.000,"F","F","F","T","T","F","F"
27637.000,"T","F","T","F","F","F","F"
3865.000,"T","T","T","T","T","F","F"
65846.000,"F","F","F","F","T","F","F"
3559.000,"T","F","F","F","F","F","F"
77769.000,"F","F","F","F","T","F","F"
13095.000,"F","F","F","F","F","F","T"
62646.000,"T","F","T","F","T","F","F"
90569.000,"F","T","T","F","T","F","F"
42890.000,"T","F","F","T","F","F","F"
92220.000,"F","T","T","F","F","T","F"
5722.000,"T","T","T","T","T","T","T"
33493.000,"T","F","F","F","F","T","F"
66173.000,"T","T","T","F","F","F","F"
22476.000,"F","T","F","T","F","F","F"
65004.000,"F","T","F","F","F","F","F"
19113.000,"F","T","F","T","F","F","F"
93416.000,"F","F","F","F","F","F","F"
93284.000,"F","T","T","F","F","F","T"
75722.000,"F","F","F","F","F","F","T"
63854.000,"T","T","T","F","T","F","F"
71648.000,"F","F","T","T","F","F","F"
56148.000,"T","T","T","T","T","T","T"
66178.000,"T","T","T","T","T","T","T"
5856.000,"F","F","F","F","F","F","T"
34374.000,"F","F","F","F","F","F","T"
51191.000,"T","F","F","F","F","F","F"
70280.000,"T","T","F","F","F","F","F"
3288.000,"T","F","F","F","F","F","F"
21539.000,"F","F","T","F","F","T","F"
61119.000,"T","F","F","T","F","F","T"
89322.000,"F","F","T","F","F","T","F"
1544.000,"F","F","T","F","F","T","F"
43170.000,"T","F","F","F","T","F","F"
13388.000,"F","F","F","F","F","T","F"
84998.000,"T","F","F","F","T","F","F"
23466.000,"F","F","F","F","F","T","T"
45399.000,"F","F","F","F","T","T","T"
56136.000,"F","F","T","F","F","F","F"
24888.000,"F","F","T","T","F","F","F"
3479.000,"F","F","F","F","F","F","F"
8755.000,"F","F","F","F","F","F","F"
80336.000,"F","F","T","F","F","F","F"
90641.000,"F","F","F","F","F","T","F"
57046.000,"F","T","F","T","F","F","F"
27760.000,"T","T","T","T","T","T","T"
54472.000,"T","T","T","T","T","F","F"
74969.000,"F","F","F","F","F","F","F"
26512.000,"T","F","F","F","F","T","F"
74400.000,"F","F","T","T","T","F","F"
14909.000,"F","T","T","T","F","F","F"
93123.000,"F","F","F","F","F","F","T"
