ID,Financiamento Casa,Financiamento Carro,Emprestimo _pessoal,Emprestimo _consignado,Emprestimo _limite_especial,Emprestimo _educacao,Emprestimo _viagem,Investimento CDB,Investimento Fundos
24364.000,"F","F","F","F","F","F","F","F","F"
53274.000,"F","F","F","F","F","F","F","F","T"
68243.000,"F","T","T","T","T","T","T","T","T"
1067.000,"F","F","T","T","T","T","T","T","T"
30450.000,"F","T","F","F","F","F","T","T","T"
67371.000,"F","T","F","F","F","F","F","T","T"
57882.000,"F","F","F","F","F","F","F","F","F"
7326.000,"F","T","F","F","F","F","T","F","F"
73107.000,"F","F","F","F","F","F","F","F","F"
8472.000,"F","F","F","F","F","F","F","F","T"
64398.000,"F","F","F","F","F","F","F","T","T"
91148.000,"F","F","F","F","T","F","F","F","F"
40579.000,"F","F","T","F","F","F","F","T","T"
25893.000,"F","F","F","F","F","F","F","T","F"
27926.000,"F","F","F","F","F","F","F","T","T"
3422.000,"F","T","F","F","F","F","T","T","F"
64649.000,"F","F","F","F","F","F","F","F","F"
86159.000,"F","F","F","F","F","F","F","F","F"
86748.000,"F","F","T","F","F","T","T","T","T"
76335.000,"F","F","T","F","F","F","F","T","F"
86551.000,"F","F","F","F","F","F","F","F","T"
53820.000,"T","F","F","F","F","F","T","F","F"
27145.000,"F","F","F","F","F","F","F","T","F"
91117.000,"F","F","F","F","F","F","F","F","F"
39774.000,"F","F","F","F","F","F","F","F","F"
95718.000,"F","F","F","F","F","F","F","T","F"
64544.000,"F","F","F","F","F","F","F","F","F"
64216.000,"F","F","F","T","F","F","F","T","F"
63989.000,"F","F","F","F","F","F","F","T","F"
27674.000,"F","F","F","F","F","F","F","F","F"
41209.000,"F","F","F","F","F","F","F","F","F"
43087.000,"F","F","F","F","F","T","T","T","T"
12486.000,"F","T","F","F","F","F","F","T","F"
94577.000,"F","F","F","F","F","T","T","T","T"
38283.000,"F","T","F","F","F","F","F","F","T"
80340.000,"F","F","F","F","F","T","F","F","F"
36673.000,"F","F","T","T","F","F","T","T","F"
36784.000,"F","F","F","F","F","F","F","F","F"
10617.000,"F","F","T","F","F","T","T","T","T"
63417.000,"F","T","F","T","F","F","T","F","F"
99981.000,"F","T","F","T","F","F","F","T","F"
73684.000,"F","F","F","F","F","F","F","T","F"
21866.000,"F","T","F","F","F","F","T","F","T"
29526.000,"F","F","F","F","F","T","T","T","T"
21695.000,"T","F","F","F","F","F","F","T","F"
37653.000,"F","T","F","F","F","F","F","F","T"
27637.000,"F","F","F","F","T","F","F","F","F"
3865.000,"F","F","F","F","F","F","F","T","T"
65846.000,"T","T","T","T","T","F","T","T","F"
3559.000,"F","F","F","F","F","F","F","F","F"
77769.000,"F","F","F","F","T","F","F","F","T"
13095.000,"T","T","T","T","T","F","F","T","F"
62646.000,"F","F","F","F","F","F","F","T","F"
90569.000,"F","F","F","F","F","F","F","F","F"
42890.000,"F","F","F","F","F","F","T","T","T"
92220.000,"F","T","T","F","F","F","F","T","F"
5722.000,"F","F","F","F","F","F","T","T","F"
33493.000,"T","T","F","F","F","F","F","F","F"
66173.000,"F","F","F","F","F","T","T","T","T"
22476.000,"F","F","F","T","F","F","T","T","F"
65004.000,"F","F","F","F","F","F","F","F","F"
19113.000,"T","F","F","F","F","F","F","T","F"
93416.000,"F","F","F","F","F","F","F","T","F"
93284.000,"F","F","F","F","F","F","F","T","F"
75722.000,"F","F","F","F","F","F","F","F","F"
63854.000,"F","F","F","F","F","T","T","T","T"
71648.000,"F","F","F","T","F","F","F","F","F"
56148.000,"F","F","F","F","F","F","F","T","F"
66178.000,"F","F","F","F","F","F","F","T","T"
5856.000,"F","F","F","F","F","F","F","T","F"
34374.000,"F","F","F","F","F","F","F","T","F"
51191.000,"T","F","F","F","F","F","F","F","F"
70280.000,"F","T","F","F","F","F","F","F","T"
3288.000,"F","F","F","F","F","F","F","F","F"
21539.000,"F","F","F","F","F","F","F","F","T"
61119.000,"F","F","F","F","F","F","F","F","F"
89322.000,"T","F","F","F","F","F","F","T","F"
1544.000,"F","F","F","F","F","F","F","F","F"
43170.000,"F","T","F","F","F","F","F","T","F"
13388.000,"F","F","F","F","F","F","F","F","F"
84998.000,"F","F","F","F","F","F","F","F","F"
23466.000,"F","F","F","F","F","F","F","F","F"
45399.000,"T","T","T","T","T","F","F","T","F"
56136.000,"F","F","F","F","F","F","T","F","F"
24888.000,"F","F","F","F","F","F","T","T","F"
3479.000,"F","F","F","F","F","F","T","F","F"
8755.000,"F","F","F","F","F","F","F","F","F"
80336.000,"F","T","F","F","F","F","F","T","F"
90641.000,"F","F","F","F","F","F","F","F","T"
57046.000,"F","F","F","F","F","T","F","T","T"
27760.000,"F","F","F","F","F","F","F","T","F"
54472.000,"F","F","T","F","F","F","F","T","T"
74969.000,"F","F","F","F","F","F","F","F","F"
26512.000,"F","F","F","T","F","F","F","F","F"
74400.000,"F","F","F","F","F","F","F","F","F"
14909.000,"F","T","F","F","F","F","F","F","F"
93123.000,"F","F","F","F","F","F","F","T","T"
91654.000,"F","F","T","F","F","F","T","T","F"
97915.000,"F","T","F","F","T","F","F","T","F"
29289.000,"F","F","F","F","F","F","F","F","F"
67637.000,"F","F","F","F","F","F","T","T","F"
60148.000,"F","F","F","F","F","F","F","F","F"
100335.000,"F","F","T","T","T","T","T","T","T"
94586.000,"F","F","F","F","F","F","F","F","F"
32732.000,"F","F","F","F","F","F","T","T","F"
26733.000,"F","F","T","F","F","F","F","F","F"
95885.000,"T","T","T","T","T","F","T","F","F"
23480.000,"F","T","T","T","T","T","T","T","T"
56760.000,"T","F","T","F","F","F","F","F","F"
86813.000,"F","F","T","F","F","F","F","F","T"
39017.000,"F","T","F","T","F","F","F","T","T"
13239.000,"F","T","F","F","F","T","T","T","T"
93585.000,"F","F","F","F","F","F","F","F","F"
13024.000,"F","F","F","F","F","F","F","F","F"
65866.000,"F","T","F","F","F","F","F","F","F"
35849.000,"F","F","F","F","F","F","F","F","F"
3748.000,"F","T","T","F","F","F","F","F","F"
53258.000,"F","F","F","F","F","F","F","F","F"
54014.000,"F","F","T","F","F","F","F","T","T"
53117.000,"F","F","T","F","F","F","F","F","F"
30494.000,"T","T","F","F","F","F","F","F","T"
48138.000,"F","F","F","F","F","F","F","T","F"
24556.000,"F","F","F","F","T","F","F","T","T"
79583.000,"F","F","F","F","F","F","F","T","F"
22636.000,"F","T","T","T","T","T","T","T","T"
84942.000,"F","F","F","F","F","F","F","F","F"
77200.000,"F","F","F","F","F","F","F","T","F"
18233.000,"F","F","F","F","F","F","F","T","F"
59138.000,"F","T","F","F","F","F","F","F","F"
3522.000,"F","T","T","T","T","F","F","T","F"
76623.000,"F","F","F","F","F","F","F","T","F"
99295.000,"F","F","F","F","F","F","T","F","T"
65813.000,"F","F","F","F","F","F","F","T","F"
48138.000,"T","T","T","T","T","F","F","F","T"
19274.000,"F","F","T","T","T","T","T","T","T"
49229.000,"F","F","F","F","F","F","F","T","F"
13947.000,"T","T","T","T","T","F","F","T","F"
60254.000,"F","F","F","F","F","F","T","T","F"
32821.000,"F","F","F","F","F","F","F","T","F"
30527.000,"F","F","F","F","F","F","F","F","F"
64309.000,"T","F","F","F","F","F","F","T","T"
57937.000,"F","T","T","T","T","T","T","T","T"
67076.000,"F","F","F","F","F","F","T","F","F"
2989.000,"F","F","F","F","F","T","T","T","T"
51897.000,"F","T","F","F","F","F","F","T","T"
81546.000,"F","F","T","F","F","F","F","T","F"
64496.000,"F","T","T","F","F","F","F","F","F"
29320.000,"F","F","F","F","F","F","T","T","F"
86734.000,"F","F","F","F","F","F","F","T","T"
83359.000,"F","T","F","F","F","F","T","F","F"
29759.000,"F","F","F","F","F","F","F","F","T"
19059.000,"F","F","F","F","F","T","F","F","F"
22000.000,"F","F","F","F","F","F","F","T","T"
12204.000,"F","F","F","F","F","F","F","T","T"
23860.000,"F","F","T","F","T","F","F","T","F"
78935.000,"F","F","F","F","F","F","F","T","F"
86610.000,"F","T","F","F","F","T","F","F","F"
60697.000,"T","F","F","F","T","F","F","F","F"
23434.000,"F","F","F","F","F","F","F","F","F"
44719.000,"F","F","F","F","F","F","F","F","F"
28646.000,"T","F","F","F","F","T","T","T","T"
26748.000,"F","T","F","F","F","F","F","F","F"
13382.000,"F","F","F","F","F","F","F","F","F"
55627.000,"F","F","T","T","T","T","T","T","T"
79922.000,"F","F","F","F","F","F","T","F","T"
23202.000,"F","F","F","F","F","F","F","T","T"
11574.000,"F","F","F","F","F","F","F","T","F"
84109.000,"F","F","F","F","F","F","F","F","F"
22324.000,"F","F","F","F","F","F","F","T","F"
78643.000,"F","F","F","F","F","F","F","T","F"
15949.000,"F","F","F","F","F","F","F","T","F"
19577.000,"F","F","F","F","F","F","F","F","F"
16868.000,"F","F","F","F","F","F","F","F","F"
12589.000,"F","F","F","F","F","F","F","T","T"
53047.000,"F","F","F","F","F","T","T","T","T"
73083.000,"F","F","F","F","F","F","T","T","F"
37676.000,"F","F","T","T","T","T","T","T","T"
3673.000,"F","T","F","F","T","F","F","F","F"
96011.000,"F","T","F","F","F","F","F","F","F"
87358.000,"F","F","F","F","F","F","T","F","F"
88524.000,"F","F","F","F","F","F","T","T","F"
89206.000,"T","T","T","T","T","F","F","T","F"
80467.000,"F","T","F","F","F","F","T","F","F"
84834.000,"F","F","F","F","F","F","F","F","T"
13802.000,"F","F","F","F","F","F","F","T","F"
80671.000,"F","F","F","F","F","F","F","F","T"
96908.000,"F","F","F","F","F","F","T","F","T"
22115.000,"F","F","F","F","F","F","F","F","F"
91136.000,"F","F","F","T","F","F","F","F","F"
49686.000,"F","F","F","F","F","T","F","F","T"
76619.000,"F","F","F","F","F","F","F","F","F"
83509.000,"F","F","F","F","F","F","F","F","F"
75230.000,"F","F","F","F","F","F","F","T","F"
92793.000,"T","F","F","F","F","F","F","F","T"
50225.000,"F","F","F","F","T","F","T","F","F"
53661.000,"F","F","F","F","F","F","F","F","F"
78472.000,"F","F","F","F","T","F","T","F","F"
63557.000,"F","F","T","T","F","F","F","F","T"
94087.000,"F","T","F","F","F","F","F","T","F"
13801.000,"F","F","F","F","F","F","T","F","F"
53006.000,"F","F","F","F","F","T","T","T","T"
18706.000,"F","T","F","T","F","T","F","T","T"
58127.000,"F","T","F","F","F","F","F","T","T"
13217.000,"F","F","F","F","F","F","T","T","F"
73519.000,"F","F","T","T","T","T","T","T","T"
57370.000,"T","F","F","F","F","F","F","F","F"
89934.000,"F","F","F","F","T","F","F","T","T"
79599.000,"F","F","F","F","F","F","F","F","F"
21307.000,"T","T","T","T","T","F","T","F","F"
74512.000,"F","F","F","F","F","F","T","F","F"
34033.000,"F","T","F","F","F","F","T","F","F"
31090.000,"F","F","F","F","F","F","F","F","F"
1034.000,"F","F","F","F","F","F","F","T","F"
9785.000,"F","T","F","F","F","F","F","T","T"
40069.000,"T","T","T","T","T","F","F","F","F"
86068.000,"F","F","F","F","F","F","F","T","F"
89137.000,"F","F","F","F","F","F","F","T","T"
33565.000,"T","F","F","F","F","F","T","F","F"
58292.000,"F","F","F","F","F","F","F","F","F"
8835.000,"F","F","F","T","F","F","T","T","T"
71441.000,"F","T","F","F","T","F","F","F","T"
98828.000,"F","F","F","F","F","F","F","T","T"
89007.000,"F","T","F","F","F","T","F","F","F"
31540.000,"T","F","F","F","F","F","T","F","T"
96683.000,"F","F","F","F","F","F","F","F","F"
33892.000,"F","T","F","F","T","F","F","T","F"
25973.000,"F","F","F","F","F","F","F","F","F"
26345.000,"F","F","F","F","F","F","F","F","T"
69965.000,"F","F","T","F","F","F","F","T","F"
20481.000,"F","F","F","F","F","F","F","F","F"
91520.000,"T","F","F","F","F","F","T","F","F"
1660.000,"F","F","F","F","F","F","F","F","F"
25554.000,"F","F","F","T","F","F","F","T","F"
52960.000,"F","F","T","F","F","T","T","T","T"
98770.000,"F","F","F","F","F","F","F","F","F"
33964.000,"F","F","F","F","F","F","F","T","T"
36387.000,"F","F","F","F","F","F","F","F","F"
15002.000,"F","F","F","F","F","F","F","F","F"
83896.000,"F","F","F","F","F","T","T","T","T"
38147.000,"F","F","F","F","F","T","T","T","T"
81455.000,"F","F","F","F","F","F","F","F","F"
74452.000,"F","F","F","F","F","F","F","F","F"
92986.000,"F","F","F","F","F","F","F","T","F"
43926.000,"F","F","F","T","F","F","F","T","F"
32495.000,"F","F","F","F","F","F","F","F","F"
33201.000,"F","F","F","T","F","F","F","T","F"
88396.000,"F","F","F","F","F","T","T","T","T"
17261.000,"F","F","F","F","F","F","F","F","T"
59519.000,"F","F","F","F","F","F","F","T","F"
67030.000,"F","T","F","F","F","F","F","T","F"
74364.000,"F","F","F","F","F","F","F","F","F"
91635.000,"F","F","F","F","F","F","F","F","T"
29870.000,"F","F","F","F","F","F","T","F","F"
88751.000,"T","T","T","T","T","F","F","T","T"
2763.000,"F","F","F","F","F","T","T","F","F"
63971.000,"F","F","F","F","F","F","F","F","F"
65064.000,"F","F","F","F","F","F","F","F","F"
38412.000,"F","F","F","F","F","F","F","F","F"
75289.000,"F","F","F","F","F","F","T","F","F"
92999.000,"T","F","F","F","F","F","F","T","F"
64557.000,"F","T","F","F","F","F","F","T","F"
41192.000,"F","F","F","F","F","F","F","F","F"
34788.000,"F","F","T","F","F","F","F","F","F"
59154.000,"F","F","T","T","T","T","T","T","T"
59700.000,"F","F","F","F","F","F","T","F","F"
49777.000,"F","T","F","F","F","F","F","T","F"
65782.000,"F","F","F","F","F","F","F","T","F"
7150.000,"F","T","F","F","F","F","F","T","F"
27516.000,"F","F","F","F","F","F","F","F","F"
44351.000,"F","T","F","F","F","F","F","T","T"
68010.000,"F","F","T","F","F","F","F","F","F"
47267.000,"F","F","F","F","F","F","T","F","F"
44346.000,"F","F","F","F","F","F","F","T","F"
94577.000,"F","F","F","F","F","F","F","F","F"
36418.000,"F","F","F","F","F","F","F","F","T"
48894.000,"T","F","F","F","F","F","F","T","T"
81478.000,"T","T","T","T","T","F","T","T","F"
65990.000,"F","T","F","F","F","F","F","T","F"
37478.000,"F","F","F","F","F","F","F","T","F"
23402.000,"T","F","F","F","F","F","F","T","F"
89860.000,"F","F","F","F","F","F","F","T","F"
11251.000,"F","F","F","F","F","F","F","F","F"
82216.000,"F","F","F","F","F","F","F","F","F"
48848.000,"F","F","F","T","F","F","F","F","T"
6687.000,"F","T","F","F","F","F","F","T","T"
37248.000,"T","T","F","F","F","F","F","T","F"
63550.000,"F","F","F","F","F","F","F","T","F"
37030.000,"T","F","F","F","T","F","T","T","F"
32449.000,"T","T","T","T","T","F","T","F","F"
25476.000,"F","F","F","F","T","F","F","T","F"
75207.000,"F","F","F","F","F","F","F","F","F"
83749.000,"F","F","T","F","F","F","F","F","T"
78880.000,"F","F","F","F","F","F","F","F","F"
97863.000,"F","T","T","T","T","F","F","F","F"
66647.000,"F","T","F","T","F","F","F","F","F"
51210.000,"F","F","F","F","F","F","F","T","F"
99324.000,"F","F","F","F","F","T","T","T","T"
8575.000,"F","F","F","F","F","F","F","T","F"
32589.000,"F","F","F","F","F","F","F","F","F"
10282.000,"F","F","F","F","F","T","T","T","T"
47365.000,"F","F","F","F","F","F","F","F","F"
9818.000,"F","F","F","F","F","F","F","T","F"
79200.000,"F","F","F","F","F","F","T","T","F"
72109.000,"F","F","F","F","F","F","F","T","F"
55515.000,"F","F","F","F","F","F","F","T","F"
66287.000,"F","F","F","F","F","F","F","F","F"
73074.000,"F","F","F","F","F","T","T","T","T"
38745.000,"F","F","F","F","F","F","F","F","F"
58091.000,"F","F","F","T","F","F","F","F","F"
91685.000,"F","T","F","F","F","F","F","F","T"
7254.000,"F","F","F","F","F","F","F","F","T"
95881.000,"F","T","F","F","F","F","F","F","F"
49600.000,"F","F","F","F","F","F","F","F","F"
42118.000,"F","F","T","T","T","T","T","T","T"
35660.000,"F","F","F","F","F","F","F","F","F"
30177.000,"F","F","F","F","F","F","F","T","F"
90287.000,"F","F","F","T","F","F","F","T","T"
36281.000,"F","F","F","F","F","T","T","T","T"
56483.000,"F","F","F","F","F","F","F","T","F"
12723.000,"F","F","T","F","F","F","F","F","F"
57315.000,"F","T","T","T","T","T","T","T","T"
87546.000,"F","F","F","F","T","F","F","F","T"
59067.000,"F","F","F","F","F","T","T","T","T"
65475.000,"F","T","T","F","F","F","F","T","T"
74186.000,"F","F","F","F","F","F","F","T","F"
46159.000,"F","T","F","F","F","F","T","T","T"
60349.000,"F","F","F","F","F","F","F","T","F"
1127.000,"F","F","F","F","F","F","F","F","T"
1737.000,"T","T","T","T","T","F","F","F","F"
5308.000,"F","F","T","T","T","T","T","T","T"
19721.000,"F","F","F","F","F","F","F","F","F"
13339.000,"T","F","F","F","F","F","T","F","T"
79011.000,"F","F","F","F","F","F","F","F","F"
16813.000,"F","T","F","F","F","F","F","T","F"
37566.000,"F","F","F","F","F","F","F","T","F"
54746.000,"F","F","F","F","F","F","F","T","F"
48158.000,"F","T","T","F","F","F","F","T","F"
78413.000,"F","F","F","F","F","F","F","F","F"
64026.000,"F","F","F","F","F","F","F","F","F"
92780.000,"F","T","F","F","F","T","F","T","F"
18953.000,"F","F","F","F","F","F","F","F","F"
93078.000,"F","F","F","F","F","F","F","F","F"
30227.000,"F","F","F","F","F","T","F","T","T"
49031.000,"F","F","F","F","F","F","F","T","F"
71270.000,"F","F","F","F","F","T","F","F","F"
50309.000,"F","F","F","F","F","F","F","T","F"
12146.000,"T","F","T","F","F","F","F","F","F"
21923.000,"F","F","F","F","F","T","T","T","T"
78982.000,"F","F","F","F","F","T","T","T","T"
17194.000,"F","F","F","F","F","F","F","T","T"
20543.000,"F","F","F","F","F","F","F","F","F"
7829.000,"T","T","T","T","T","F","F","F","T"
60417.000,"F","T","T","F","F","F","F","T","F"
27592.000,"F","T","F","F","F","F","F","F","F"
30295.000,"F","F","F","F","F","F","T","T","F"
47686.000,"F","F","F","F","F","T","F","F","T"
98823.000,"F","F","T","T","T","T","T","T","T"
63398.000,"F","F","F","F","F","F","F","F","F"
69650.000,"T","F","F","F","F","F","F","T","F"
10025.000,"F","F","T","F","F","F","F","F","F"
30193.000,"F","F","F","F","F","F","F","F","T"
75754.000,"F","F","F","F","F","F","F","F","T"
47019.000,"F","F","T","T","T","F","T","F","F"
29646.000,"F","F","F","F","F","F","F","T","F"
52877.000,"F","F","F","F","F","F","F","F","T"
97995.000,"F","F","F","F","F","F","F","T","T"
75210.000,"F","F","F","F","F","F","F","T","T"
23106.000,"F","F","F","F","F","F","F","F","F"
68041.000,"F","F","F","F","F","F","F","T","F"
41310.000,"F","F","F","F","F","F","F","T","F"
21635.000,"F","F","F","F","F","F","F","F","T"
18966.000,"F","F","F","F","F","F","F","F","F"
73289.000,"F","F","F","F","F","T","T","T","T"
16052.000,"F","T","T","F","F","F","F","T","F"
30067.000,"F","T","T","T","T","T","T","T","T"
35477.000,"F","F","F","F","F","F","F","F","F"
21570.000,"F","F","F","F","F","F","F","T","T"
99223.000,"F","F","F","F","F","F","F","F","F"
72026.000,"F","F","F","T","F","F","F","T","T"
20889.000,"F","F","F","F","F","T","F","F","F"
37156.000,"F","F","T","F","F","F","F","F","T"
77533.000,"F","F","F","F","F","F","F","T","T"
33565.000,"T","F","F","F","F","F","T","F","F"
35688.000,"F","T","F","F","F","F","T","T","F"
58020.000,"F","F","F","F","F","F","F","T","F"
50626.000,"F","F","F","F","F","F","F","T","F"
85628.000,"F","F","F","F","F","T","F","T","T"
82472.000,"F","F","F","F","F","F","F","F","F"
63863.000,"F","T","F","F","F","F","F","T","F"
81385.000,"F","T","F","F","F","F","F","T","T"
22810.000,"F","F","F","F","F","F","F","F","F"
9972.000,"F","F","F","F","F","F","F","F","F"
59969.000,"F","F","F","F","F","F","F","T","T"
45736.000,"F","F","F","F","F","F","F","T","F"
62694.000,"F","F","F","F","F","F","F","T","T"
24085.000,"F","F","F","F","F","F","F","F","F"
83014.000,"F","F","F","F","F","F","F","F","T"
50659.000,"T","T","T","T","T","T","T","T","F"
58124.000,"F","F","F","F","F","F","F","T","T"
40038.000,"F","F","T","F","F","F","F","F","F"
52470.000,"F","F","F","F","F","F","F","T","T"
8504.000,"F","F","T","F","T","F","F","F","F"
79868.000,"F","F","F","F","F","F","F","F","F"
41743.000,"F","F","T","T","T","T","T","T","T"
41743.000,"F","F","T","T","T","T","T","T","T"
4090.000,"F","F","F","F","F","F","F","T","F"
66556.000,"F","F","T","F","F","T","F","T","F"
4049.000,"F","F","T","F","F","T","T","T","T"
88660.000,"F","F","F","F","F","F","F","T","T"
9779.000,"F","T","F","F","F","F","F","F","F"
89228.000,"T","T","T","T","T","F","F","F","T"
77526.000,"F","F","F","F","F","F","F","F","T"
83588.000,"F","F","F","F","F","F","T","F","T"
25717.000,"F","T","F","F","F","F","T","T","F"
90258.000,"F","F","F","F","F","F","T","F","T"
82429.000,"F","F","F","F","F","F","F","F","F"
28730.000,"F","T","F","F","F","T","T","T","T"
57892.000,"F","F","T","F","F","F","F","T","T"
16964.000,"F","F","F","T","F","F","F","T","F"
96317.000,"F","F","F","F","F","F","F","F","F"
8485.000,"F","T","F","F","F","F","F","F","F"
88286.000,"F","F","F","F","F","T","T","T","T"
15665.000,"F","F","F","F","F","F","F","F","F"
94539.000,"F","F","F","F","F","F","F","F","F"
12583.000,"F","F","F","F","F","F","F","T","T"
34918.000,"F","F","F","F","F","F","F","F","F"
10773.000,"F","F","F","F","F","F","T","T","F"
35295.000,"T","F","F","F","F","F","T","T","T"
61450.000,"F","F","F","F","F","F","F","T","F"
66896.000,"F","F","F","F","F","F","F","T","T"
24776.000,"F","F","F","F","F","F","F","F","F"
21794.000,"F","F","F","F","F","F","F","F","T"
97678.000,"F","F","F","F","F","T","T","T","T"
5814.000,"F","F","F","F","F","F","F","F","F"
57318.000,"F","F","F","F","F","F","F","F","F"
3059.000,"F","F","F","F","F","F","F","F","F"
9500.000,"F","T","F","F","F","F","F","F","F"
89506.000,"F","F","F","F","F","F","F","F","F"
22701.000,"F","F","F","F","F","F","F","F","T"
63454.000,"F","F","F","F","F","F","F","F","F"
16711.000,"F","F","F","F","F","F","F","T","F"
14595.000,"F","T","F","F","F","F","F","T","T"
34444.000,"F","T","F","T","F","F","F","F","F"
99688.000,"F","F","T","T","T","F","T","F","T"
7015.000,"F","F","F","F","F","F","F","T","T"
80550.000,"F","F","F","T","F","F","T","F","F"
82889.000,"F","F","F","T","F","F","T","F","T"
95065.000,"F","F","T","F","F","F","F","T","F"
56654.000,"F","T","F","F","F","F","T","T","F"
36366.000,"F","F","F","F","F","F","F","F","F"
69244.000,"F","F","T","T","T","T","T","T","T"
75055.000,"F","F","F","F","F","F","F","F","F"
77474.000,"F","T","F","F","T","F","F","F","F"
55812.000,"F","F","F","F","T","F","F","F","F"
98773.000,"F","F","F","F","T","F","T","T","F"
51890.000,"F","F","F","F","F","F","T","F","F"
97195.000,"F","F","F","F","F","F","F","F","T"
94494.000,"F","F","F","F","F","F","F","F","F"
10972.000,"F","F","F","F","F","F","F","T","F"
17107.000,"F","F","F","F","F","F","F","F","F"
99247.000,"F","F","F","F","F","F","F","F","F"
74074.000,"F","T","F","F","F","F","F","T","T"
88158.000,"T","T","T","T","T","F","F","T","F"
50769.000,"F","F","F","T","F","F","F","F","F"
63426.000,"F","T","F","F","F","F","F","F","F"
16278.000,"F","T","T","F","F","F","F","F","F"
96131.000,"F","T","F","F","F","F","F","F","T"
65865.000,"F","T","F","F","F","F","F","F","F"
62738.000,"F","F","T","F","F","F","F","F","F"
66212.000,"F","F","F","F","F","F","T","T","F"
2747.000,"T","F","F","F","F","F","F","F","F"
80698.000,"F","F","F","F","T","T","F","F","F"
68572.000,"T","T","T","T","T","T","T","T","T"
4266.000,"F","T","F","F","F","F","F","T","F"
33365.000,"F","F","F","F","F","F","F","T","F"
37038.000,"F","F","F","F","F","F","F","F","F"
97443.000,"T","T","T","T","T","F","F","F","F"
78025.000,"F","F","F","F","F","F","F","T","F"
32761.000,"T","T","T","T","T","F","F","T","F"
96240.000,"F","F","F","F","F","F","F","F","F"
33629.000,"F","F","F","F","F","F","F","T","F"
41491.000,"F","F","F","F","F","F","F","F","F"
79078.000,"F","F","F","F","F","F","F","F","F"
52278.000,"F","F","F","F","F","T","T","T","T"
49165.000,"F","F","F","F","F","F","F","F","F"
6908.000,"F","F","T","T","T","T","T","T","T"
34600.000,"T","T","F","F","F","F","F","T","F"
32127.000,"F","F","T","F","F","F","F","T","F"
71560.000,"F","F","F","F","F","F","F","F","T"
19191.000,"F","T","F","F","F","F","F","T","T"
66854.000,"F","T","F","F","F","F","F","T","F"
82745.000,"F","F","T","T","T","T","T","T","T"
2704.000,"F","F","F","F","F","F","F","F","F"
90268.000,"F","F","F","F","F","F","F","F","T"
42717.000,"F","F","F","F","F","F","F","F","F"
88918.000,"F","F","F","F","F","T","T","T","T"
73318.000,"F","F","F","F","F","F","F","F","F"
24836.000,"F","T","T","T","T","F","F","T","F"
1695.000,"F","F","F","F","F","T","F","F","F"
40796.000,"F","T","F","F","F","T","T","T","T"
44312.000,"F","F","F","F","F","F","F","T","F"
82896.000,"F","F","F","F","F","F","F","T","T"
95347.000,"F","F","F","F","F","F","F","F","F"
38235.000,"F","F","F","F","T","F","F","T","F"
100932.000,"F","F","F","T","F","F","F","F","F"
75264.000,"F","F","T","F","F","F","F","F","T"
21807.000,"F","T","F","F","F","F","F","F","F"
50100.000,"F","T","F","F","F","F","F","T","T"
7303.000,"F","F","T","F","F","T","F","T","F"
16296.000,"F","F","F","F","F","T","T","T","T"
8068.000,"F","F","F","F","F","F","F","T","F"
7565.000,"F","F","F","F","F","F","F","T","T"
66755.000,"F","T","F","F","F","F","F","F","F"
4815.000,"F","F","F","F","F","F","F","T","T"
31083.000,"F","F","F","F","F","F","F","F","F"
97626.000,"F","F","F","F","F","F","F","F","F"
65043.000,"F","T","F","F","F","F","F","T","F"
97925.000,"F","F","F","F","F","F","F","T","F"
53020.000,"F","F","F","F","F","F","T","T","F"
85292.000,"T","T","T","T","T","F","F","T","F"
15421.000,"F","F","F","F","F","F","F","F","F"
76821.000,"F","F","F","F","F","F","F","T","F"
45987.000,"F","F","F","F","F","F","F","F","F"
52556.000,"F","T","F","F","F","F","T","T","T"
28262.000,"F","F","F","F","F","F","T","F","F"
31129.000,"F","F","F","F","F","T","T","T","T"
97527.000,"F","F","F","F","F","F","F","T","F"
100559.000,"F","F","F","F","F","F","F","T","F"
12514.000,"F","T","F","F","F","F","F","T","T"
51542.000,"F","F","F","F","F","F","F","T","F"
27609.000,"F","F","F","F","F","F","T","F","T"
97732.000,"F","F","F","F","F","F","F","T","T"
19412.000,"F","F","F","F","F","F","F","F","T"
52982.000,"F","F","F","T","F","F","F","T","T"
89177.000,"F","F","F","F","F","F","F","T","T"
48693.000,"F","F","F","T","F","F","F","F","F"
9463.000,"F","T","T","F","F","F","F","F","F"
92654.000,"F","F","F","F","F","F","T","T","F"
57808.000,"F","F","F","F","F","F","T","F","F"
81661.000,"F","T","F","F","F","F","F","T","T"
4337.000,"F","F","F","F","F","F","F","F","F"
37089.000,"F","F","F","F","F","T","F","F","F"
13632.000,"F","F","F","F","F","F","F","F","F"
3311.000,"F","T","F","F","F","F","F","T","F"
56711.000,"F","T","F","F","F","F","F","T","F"
95304.000,"F","T","F","F","F","F","F","F","F"
27807.000,"F","F","F","F","F","F","F","T","T"
51850.000,"F","F","F","F","F","F","T","F","F"
19591.000,"F","F","F","F","F","F","F","T","F"
21589.000,"F","T","F","F","F","F","F","F","F"
38383.000,"F","T","F","F","F","F","F","F","F"
52656.000,"F","F","F","F","F","F","T","F","T"
53556.000,"F","F","F","F","F","F","F","F","F"
70798.000,"T","T","F","F","F","T","T","T","T"
68050.000,"F","F","F","F","F","F","F","F","F"
70851.000,"F","F","F","F","F","F","F","F","F"
